YEAR,MO,DY,HR,T2M,QV2M,WS10M,Irradiation,Solar_Power
2023,10,10,20,25.09,17.46,1.96,0,0
2023,10,10,21,24.63,16.97,1.92,0,0
2023,10,10,22,24.19,16.6,1.93,0,0
2023,10,10,23,23.58,16.3,2.01,0,0
2023,10,11,0,22.93,16.11,2.11,0,0
2023,10,11,1,22.33,15.93,2.22,0,0
2023,10,11,2,21.87,15.69,2.23,0,0
2023,10,11,3,21.45,15.5,2.21,0,0
2023,10,11,4,21.08,15.32,2.19,0,0
2023,10,11,5,20.78,15.26,2.15,0.5,0.5
2023,10,11,6,21.98,15.87,2.57,3,3
2023,10,11,7,23.56,16.72,2.69,127.4,127.4
2023,10,11,8,26.19,17.58,2.61,368.2,368.2
2023,10,11,9,28.52,17.52,3.42,615.3,615.3
2023,10,11,10,29.59,17.64,3.55,793.4,793.4
2023,10,11,11,30.06,17.64,3.54,872.7,872.7
2023,10,11,12,30.31,17.58,3.49,1003.8,1003.8
2023,10,11,13,30.27,17.52,3.38,957,957
2023,10,11,14,30.02,17.58,3.23,804.2,804.2
2023,10,11,15,29.79,17.82,2.81,608.8,608.8
2023,10,11,16,28.79,17.7,2.65,167.2,167.2
2023,10,11,17,26.4,18.13,1.98,106.4,106.4
2023,10,11,18,25.92,16.85,1.75,3,3
2023,10,11,19,26.05,16.17,1.38,0.6,0.6
2023,10,11,20,26.16,15.56,1.02,0,0
2023,10,11,21,25.98,15.26,0.74,0,0
2023,10,11,22,25.62,15.14,0.57,0,0
2023,10,11,23,25.27,15.01,0.48,0,0
2023,10,12,0,24.86,14.89,0.41,0,0
2023,10,12,1,24.41,14.77,0.38,0,0
2023,10,12,2,24.05,14.59,0.5,0,0
2023,10,12,3,23.49,14.47,0.67,0,0
2023,10,12,4,22.9,14.47,0.8,0,0
2023,10,12,5,22.4,14.34,0.91,0.3,0.3
2023,10,12,6,22.91,15.44,0.93,2.8,2.8
2023,10,12,7,24.46,15.87,1.01,123.5,123.5
2023,10,12,8,27.09,16.24,1.49,372.4,372.4
2023,10,12,9,28.94,16.6,2.17,611.1,611.1
2023,10,12,10,30,17.09,2.54,815.6,815.6
2023,10,12,11,30.55,17.33,2.75,922.2,922.2
2023,10,12,12,30.82,17.58,2.88,716.2,716.2
2023,10,12,13,30.74,17.7,2.98,959.7,959.7
2023,10,12,14,30.43,17.88,2.99,812.8,812.8
2023,10,12,15,30.11,18.13,2.73,498.5,498.5
2023,10,12,16,28.93,17.88,2.71,338.2,338.2
2023,10,12,17,26.4,18.49,2.1,97.4,97.4
2023,10,12,18,25.63,17.33,1.93,2.2,2.2
2023,10,12,19,25.48,16.66,1.63,0.6,0.6
2023,10,12,20,25.33,16.17,1.37,0,0
2023,10,12,21,24.97,15.87,1.22,0,0
2023,10,12,22,24.61,15.62,1.16,0,0
2023,10,12,23,24.3,15.38,1.1,0,0
2023,10,13,0,24.01,15.14,0.94,0,0
2023,10,13,1,23.62,15.01,0.78,0,0
2023,10,13,2,23.23,14.83,0.76,0,0
2023,10,13,3,22.92,14.71,0.76,0,0
2023,10,13,4,22.67,14.59,0.84,0,0
2023,10,13,5,22.33,14.47,0.99,0.4,0.4
2023,10,13,6,22.89,15.75,1.02,2.9,2.9
2023,10,13,7,24.55,16.17,1.29,114.7,114.7
2023,10,13,8,26.7,17.03,1.33,352.5,352.5
2023,10,13,9,29.08,17.03,2.12,588.2,588.2
2023,10,13,10,29.98,17.27,2.56,790,790
2023,10,13,11,30.46,17.46,2.76,911,911
2023,10,13,12,30.69,17.64,2.89,905.8,905.8
2023,10,13,13,30.62,17.76,2.91,893.9,893.9
2023,10,13,14,30.31,17.94,2.87,687.7,687.7
2023,10,13,15,29.82,18.37,2.56,526.1,526.1
2023,10,13,16,28.88,18.37,2.44,303.9,303.9
2023,10,13,17,26.66,18.74,1.93,89.8,89.8
2023,10,13,18,25.95,17.76,1.77,2.1,2.1
2023,10,13,19,25.92,17.15,1.51,0.7,0.7
2023,10,13,20,25.9,16.6,1.18,0,0
2023,10,13,21,25.88,16.17,0.8,0,0
2023,10,13,22,25.69,15.93,0.63,0,0
2023,10,13,23,24.95,15.93,0.71,0,0
2023,10,14,0,24.37,15.87,0.87,0,0
2023,10,14,1,23.72,15.75,0.99,0,0
2023,10,14,2,23.16,15.62,1.13,0,0
2023,10,14,3,22.65,15.5,1.3,0,0
2023,10,14,4,22.25,15.44,1.45,0,0
2023,10,14,5,21.97,15.32,1.52,0.4,0.4
2023,10,14,6,22.9,16.48,1.36,2.9,2.9
2023,10,14,7,24.76,16.91,1.57,118.1,118.1
2023,10,14,8,27.42,17.33,0.5,365.4,365.4
2023,10,14,9,29.18,17.58,2.04,614.1,614.1
2023,10,14,10,29.85,17.94,2.52,953.6,953.6
2023,10,14,11,30.23,18.01,2.8,901.6,901.6
2023,10,14,12,30.39,17.88,2.98,971.3,971.3
2023,10,14,13,30.29,17.7,3.05,863.2,863.2
2023,10,14,14,29.96,17.58,2.92,286.1,286.1
2023,10,14,15,29.48,17.82,2.59,244.3,244.3
2023,10,14,16,28.52,17.82,2.33,257.5,257.5
2023,10,14,17,26.51,18.13,1.83,92.8,92.8
2023,10,14,18,25.83,17.09,1.54,3.4,3.4
2023,10,14,19,25.62,16.36,1.26,0.6,0.6
2023,10,14,20,25.48,15.81,1.1,0,0
2023,10,14,21,25.14,15.5,1.09,0,0
2023,10,14,22,24.43,15.38,1.19,0,0
2023,10,14,23,23.65,15.32,1.32,0,0
2023,10,15,0,23.08,15.2,1.43,0,0
2023,10,15,1,22.56,15.01,1.51,0,0
2023,10,15,2,22.26,14.83,1.44,0,0
2023,10,15,3,22.17,14.65,1.22,0,0
2023,10,15,4,22.34,14.4,0.99,0,0
2023,10,15,5,22.35,14.22,0.8,0.4,0.4
2023,10,15,6,22.95,15.38,0.64,2.8,2.8
2023,10,15,7,24.45,15.87,0.73,107.2,107.2
2023,10,15,8,26.9,16.11,0.09,334.4,334.4
2023,10,15,9,29.38,15.62,1.23,576.4,576.4
2023,10,15,10,30.09,15.81,1.73,778.1,778.1
2023,10,15,11,30.38,15.93,2.11,842.7,842.7
2023,10,15,12,30.43,16.05,2.5,743.8,743.8
2023,10,15,13,30.27,16.17,2.83,773.4,773.4
2023,10,15,14,30.01,16.3,2.87,321.4,321.4
2023,10,15,15,29.74,16.42,2.58,551.8,551.8
2023,10,15,16,28.47,16.11,2.67,302.3,302.3
2023,10,15,17,25.92,17.64,2.03,85.2,85.2
2023,10,15,18,25.19,16.54,1.93,1.5,1.5
2023,10,15,19,25.08,15.93,1.69,0.8,0.8
2023,10,15,20,25.15,15.32,1.43,0,0
2023,10,15,21,25.04,14.89,1.17,0,0
2023,10,15,22,24.78,14.53,0.98,0,0
2023,10,15,23,24.49,14.28,0.89,0,0
2023,10,16,0,24.18,14.1,0.92,0,0
2023,10,16,1,23.63,14.04,1.01,0,0
2023,10,16,2,23.01,13.98,1.06,0,0
2023,10,16,3,22.65,13.85,1.02,0,0
2023,10,16,4,22.39,13.79,0.92,0,0
2023,10,16,5,22.12,13.67,0.81,0.4,0.4
2023,10,16,6,22.64,14.77,0.7,2.5,2.5
2023,10,16,7,24.2,15.2,0.76,97.5,97.5
2023,10,16,8,26.55,15.87,1.32,308.7,308.7
2023,10,16,9,28.62,16.17,1.77,542.5,542.5
2023,10,16,10,29.69,16.36,1.52,727.6,727.6
2023,10,16,11,30.24,16.24,1.21,919.3,919.3
2023,10,16,12,30.51,16.11,1.33,458.4,458.4
2023,10,16,13,30.36,16.11,1.73,245.7,245.7
2023,10,16,14,30.12,16.11,2.02,712.8,712.8
2023,10,16,15,29.82,16.72,1.86,430.1,430.1
2023,10,16,16,29.12,15.81,2.03,93.5,93.5
2023,10,16,17,26.5,17.21,1.84,63.1,63.1
2023,10,16,18,25.26,16.66,1.95,1.3,1.3
2023,10,16,19,24.62,16.24,2.02,0.7,0.7
2023,10,16,20,24.09,15.93,2.02,0,0
2023,10,16,21,23.65,15.56,1.95,0,0
2023,10,16,22,23.22,15.26,1.87,0,0
2023,10,16,23,22.8,15.01,1.82,0,0
2023,10,17,0,22.37,14.83,1.77,0,0
2023,10,17,1,22.01,14.65,1.72,0,0
2023,10,17,2,21.71,14.47,1.66,0,0
2023,10,17,3,21.44,14.34,1.62,0,0
2023,10,17,4,21.19,14.22,1.57,0,0
2023,10,17,5,21.01,14.1,1.48,0.3,0.3
2023,10,17,6,22,15.2,1.24,2.5,2.5
2023,10,17,7,23.85,15.56,1.3,111.8,111.8
2023,10,17,8,26.49,15.87,0.45,340.4,340.4
2023,10,17,9,28.96,15.56,0.89,596.2,596.2
2023,10,17,10,29.8,15.75,1.35,783.4,783.4
2023,10,17,11,30.18,15.93,1.61,908.1,908.1
2023,10,17,12,30.37,16.11,1.94,939.2,939.2
2023,10,17,13,30.25,16.17,2.36,893,893
2023,10,17,14,29.84,16.36,2.69,728,728
2023,10,17,15,29.5,16.54,2.61,359.2,359.2
2023,10,17,16,28.07,16.17,2.8,273.9,273.9
2023,10,17,17,25.16,17.21,2.26,88,88
2023,10,17,18,24.03,16.05,2.33,1.3,1.3
2023,10,17,19,23.63,15.38,2.19,0.7,0.7
2023,10,17,20,23.42,14.71,1.96,0,0
2023,10,17,21,23.28,14.1,1.69,0,0
2023,10,17,22,23.01,13.67,1.46,0,0
2023,10,17,23,22.65,13.37,1.38,0,0
2023,10,18,0,22.05,13.18,1.45,0,0
2023,10,18,1,21.44,13.06,1.61,0,0
2023,10,18,2,20.77,13,1.76,0,0
2023,10,18,3,20.18,12.88,1.85,0,0
2023,10,18,4,19.72,12.76,1.9,0,0
2023,10,18,5,19.3,12.63,1.91,0.5,0.5
2023,10,18,6,20.3,13.67,1.72,2.5,2.5
2023,10,18,7,22.12,13.73,2.23,119.8,119.8
2023,10,18,8,24.21,14.95,1.95,368.3,368.3
2023,10,18,9,27.3,15.08,2.07,605.2,605.2
2023,10,18,10,28.83,15.5,2.53,781,781
2023,10,18,11,29.41,15.93,2.75,890.8,890.8
2023,10,18,12,29.73,16.3,2.9,950,950
2023,10,18,13,29.74,16.42,3.02,872.9,872.9
2023,10,18,14,29.48,16.6,3.07,761.7,761.7
2023,10,18,15,28.98,16.97,2.82,552.1,552.1
2023,10,18,16,27.81,17.03,2.7,310.1,310.1
2023,10,18,17,25.13,17.46,2.11,89.3,89.3
2023,10,18,18,24.31,16.3,2.06,1.3,1.3
2023,10,18,19,24.27,15.75,1.79,0.6,0.6
2023,10,18,20,24.32,15.2,1.38,0,0
2023,10,18,21,24.49,14.71,0.88,0,0
2023,10,18,22,24.44,14.4,0.64,0,0
2023,10,18,23,23.69,14.4,0.93,0,0
2023,10,19,0,22.57,14.47,1.36,0,0
2023,10,19,1,21.62,14.47,1.74,0,0
2023,10,19,2,20.96,14.34,1.96,0,0
2023,10,19,3,20.46,14.28,2.03,0,0
2023,10,19,4,20.14,14.28,2.02,0,0
2023,10,19,5,19.84,14.28,1.96,0.4,0.4
2023,10,19,6,20.99,15.01,1.84,2.4,2.4
2023,10,19,7,22.88,15.81,2.13,109.4,109.4
2023,10,19,8,25.52,16.36,2.2,338.6,338.6
2023,10,19,9,27.52,16.66,2.62,578.1,578.1
2023,10,19,10,28.83,16.97,2.69,750.2,750.2
2023,10,19,11,29.63,17.21,2.56,856.6,856.6
2023,10,19,12,29.99,17.33,2.46,903,903
2023,10,19,13,29.98,17.33,2.49,569.8,569.8
2023,10,19,14,29.71,17.33,2.62,746.6,746.6
2023,10,19,15,29.2,17.64,2.53,547.7,547.7
2023,10,19,16,28.2,17.76,2.36,288.5,288.5
2023,10,19,17,25.89,18.13,2,81.1,81.1
2023,10,19,18,24.94,17.09,2.03,1.4,1.4
2023,10,19,19,24.66,16.54,1.92,0.7,0.7
2023,10,19,20,24.5,16.05,1.68,0,0
2023,10,19,21,24.34,15.56,1.37,0,0
2023,10,19,22,24.36,15.14,1.09,0,0
2023,10,19,23,23.94,14.89,0.86,0,0
2023,10,20,0,23.55,14.71,0.82,0,0
2023,10,20,1,22.69,14.59,0.97,0,0
2023,10,20,2,21.91,14.53,1.23,0,0
2023,10,20,3,21.17,14.4,1.46,0,0
2023,10,20,4,20.52,14.34,1.56,0,0
2023,10,20,5,20.02,14.28,1.55,0.3,0.3
2023,10,20,6,21.02,14.95,1.44,1.6,1.6
2023,10,20,7,22.69,15.56,1.52,107.5,107.5
2023,10,20,8,25.72,16.11,1.73,324.5,324.5
2023,10,20,9,27.65,16.66,2.11,566.9,566.9
2023,10,20,10,28.88,17.03,2.17,739.2,739.2
2023,10,20,11,29.55,17.33,2.32,763.4,763.4
2023,10,20,12,29.94,17.52,2.58,429,429
2023,10,20,13,29.93,17.58,2.9,877.5,877.5
2023,10,20,14,29.59,17.7,3.16,765.7,765.7
2023,10,20,15,29.01,18.07,3.07,539.5,539.5
2023,10,20,16,27.8,18.43,2.81,161.4,161.4
2023,10,20,17,25.36,18.37,2.32,75.5,75.5
2023,10,20,18,24.32,17.52,2.46,1.3,1.3
2023,10,20,19,23.78,17.09,2.45,0.6,0.6
2023,10,20,20,23.3,16.66,2.4,0,0
2023,10,20,21,22.8,16.3,2.29,0,0
2023,10,20,22,22.25,15.93,2.15,0,0
2023,10,20,23,21.71,15.62,1.98,0,0
2023,10,21,0,21.19,15.38,1.78,0,0
2023,10,21,1,20.67,15.2,1.61,0,0
2023,10,21,2,20.26,15.08,1.52,0,0
2023,10,21,3,19.94,14.95,1.48,0,0
2023,10,21,4,19.69,14.83,1.45,0,0
2023,10,21,5,19.57,14.65,1.41,0.3,0.3
2023,10,21,6,20.63,15.08,1.39,1.5,1.5
2023,10,21,7,22.31,15.75,1.49,97.3,97.3
2023,10,21,8,25.15,16.24,1.78,296.4,296.4
2023,10,21,9,27.12,16.66,2.09,541.7,541.7
2023,10,21,10,28.23,17.03,2.24,731.6,731.6
2023,10,21,11,28.88,17.21,2.52,836,836
2023,10,21,12,29.19,17.27,2.89,888.6,888.6
2023,10,21,13,29.25,17.21,3.27,870.8,870.8
2023,10,21,14,29.01,17.15,3.54,730.7,730.7
2023,10,21,15,28.43,17.33,3.43,536.2,536.2
2023,10,21,16,27.16,17.64,2.94,228.6,228.6
2023,10,21,17,24.87,17.7,2.37,80.8,80.8
2023,10,21,18,23.75,16.78,2.46,1.1,1.1
2023,10,21,19,23.07,16.24,2.46,0.6,0.6
2023,10,21,20,22.44,15.75,2.45,0,0
2023,10,21,21,21.81,15.32,2.44,0,0
2023,10,21,22,21.2,14.95,2.38,0,0
2023,10,21,23,20.63,14.65,2.32,0,0
2023,10,22,0,20.15,14.47,2.28,0,0
2023,10,22,1,19.68,14.4,2.29,0,0
2023,10,22,2,19.24,14.34,2.33,0,0
2023,10,22,3,18.87,14.16,2.39,0,0
2023,10,22,4,18.48,13.92,2.4,0,0
2023,10,22,5,18.04,13.61,2.38,0.1,0.1
2023,10,22,6,19.01,13.61,2.73,1.3,1.3
2023,10,22,7,20.81,14.22,2.76,110.3,110.3
2023,10,22,8,23.28,15.14,2.53,364.7,364.7
2023,10,22,9,26.06,13.43,4.45,607.7,607.7
2023,10,22,10,27.16,13.31,4.86,802.2,802.2
2023,10,22,11,27.87,13.55,5.17,929.5,929.5
2023,10,22,12,28.26,13.92,5.38,963.2,963.2
2023,10,22,13,28.33,14.22,5.49,877.8,877.8
2023,10,22,14,28.05,14.34,5.4,764.8,764.8
2023,10,22,15,27.27,14.89,4.65,579.3,579.3
2023,10,22,16,25.6,15.93,3.34,340.9,340.9
2023,10,22,17,22.83,15.38,2.88,90.2,90.2
2023,10,22,18,21.75,14.65,3.04,0.9,0.9
2023,10,22,19,21.16,14.22,3.09,0.4,0.4
2023,10,22,20,20.58,13.92,3.06,0,0
2023,10,22,21,20.02,13.61,2.95,0,0
2023,10,22,22,19.49,13.24,2.83,0,0
2023,10,22,23,18.99,12.94,2.71,0,0
2023,10,23,0,18.53,12.57,2.6,0,0
2023,10,23,1,18.13,12.27,2.5,0,0
2023,10,23,2,17.83,11.9,2.42,0,0
2023,10,23,3,17.57,11.54,2.34,0,0
2023,10,23,4,17.38,11.23,2.29,0,0
2023,10,23,5,17.11,10.93,2.31,0.1,0.1
2023,10,23,6,18.24,11.84,2.19,1.2,1.2
2023,10,23,7,20.88,12.15,3.03,113.3,113.3
2023,10,23,8,22.98,13.18,2.9,239.6,239.6
2023,10,23,9,25.92,12.88,4.28,591.2,591.2
2023,10,23,10,27.25,12.7,5.22,822,822
2023,10,23,11,27.79,13.06,5.47,945.3,945.3
2023,10,23,12,28.13,13.49,5.6,961.1,961.1
2023,10,23,13,28.19,13.85,5.71,903.4,903.4
2023,10,23,14,27.86,14.22,5.63,768.6,768.6
2023,10,23,15,27.09,14.83,4.87,610.2,610.2
2023,10,23,16,25.43,15.93,3.35,376.1,376.1
2023,10,23,17,22.61,15.32,2.77,125.4,125.4
2023,10,23,18,21.44,14.59,2.85,1.8,1.8
2023,10,23,19,20.82,14.1,2.89,0.4,0.4
2023,10,23,20,20.18,13.67,2.94,0,0
2023,10,23,21,19.49,13.18,2.9,0,0
2023,10,23,22,18.8,12.76,2.78,0,0
2023,10,23,23,18.23,12.33,2.66,0,0
2023,10,24,0,17.69,11.96,2.59,0,0
2023,10,24,1,17.21,11.72,2.52,0,0
2023,10,24,2,16.75,11.54,2.42,0,0
2023,10,24,3,16.35,11.41,2.35,0,0
2023,10,24,4,15.99,11.29,2.33,0,0
2023,10,24,5,15.65,11.17,2.37,0,0
2023,10,24,6,17.11,11.66,2.42,1.5,1.5
2023,10,24,7,19.58,12.21,3.07,155.3,155.3
2023,10,24,8,22.23,13.18,2.66,420.6,420.6
2023,10,24,9,25.3,12.63,3.75,658.4,658.4
2023,10,24,10,26.37,12.94,4.23,848.8,848.8
2023,10,24,11,27.1,13.18,4.57,955.1,955.1
2023,10,24,12,27.51,13.31,4.88,985,985
2023,10,24,13,27.51,13.37,5.06,932.1,932.1
2023,10,24,14,27.28,13.43,4.92,793.2,793.2
2023,10,24,15,26.51,13.79,4.35,587.2,587.2
2023,10,24,16,24.8,14.95,3.07,343.4,343.4
2023,10,24,17,21.77,14.28,2.75,86.9,86.9
2023,10,24,18,20.62,13.55,2.84,1,1
2023,10,24,19,20.01,13.12,2.79,0.4,0.4
2023,10,24,20,19.48,12.76,2.74,0,0
2023,10,24,21,18.98,12.39,2.68,0,0
2023,10,24,22,18.55,12.08,2.63,0,0
2023,10,24,23,18.14,11.78,2.6,0,0
2023,10,25,0,17.76,11.54,2.61,0,0
2023,10,25,1,17.39,11.35,2.63,0,0
2023,10,25,2,16.99,11.17,2.65,0,0
2023,10,25,3,16.62,10.99,2.64,0,0
2023,10,25,4,16.3,10.93,2.64,0,0
2023,10,25,5,15.97,10.8,2.61,0,0
2023,10,25,6,17.15,11.41,2.54,1.7,1.7
2023,10,25,7,19.79,12.02,3.19,137.4,137.4
2023,10,25,8,22.08,13.24,2.76,396.5,396.5
2023,10,25,9,25.47,12.88,3.98,642.7,642.7
2023,10,25,10,26.68,13,4.23,833,833
2023,10,25,11,27.3,13.18,4.23,946.5,946.5
2023,10,25,12,27.65,13.31,4.27,988.6,988.6
2023,10,25,13,27.58,13.31,4.33,916.1,916.1
2023,10,25,14,27.33,13.31,4.29,786.7,786.7
2023,10,25,15,26.57,13.55,3.91,584.5,584.5
2023,10,25,16,24.81,14.65,3,330,330
2023,10,25,17,21.65,14.04,2.69,87.5,87.5
2023,10,25,18,20.52,13.24,2.78,1,1
2023,10,25,19,19.93,12.82,2.73,0.6,0.6
2023,10,25,20,19.38,12.51,2.71,0,0
2023,10,25,21,18.87,12.21,2.7,0,0
2023,10,25,22,18.42,11.84,2.65,0,0
2023,10,25,23,18.04,11.54,2.58,0,0
2023,10,26,0,17.67,11.29,2.52,0,0
2023,10,26,1,17.27,11.11,2.49,0,0
2023,10,26,2,16.85,10.93,2.5,0,0
2023,10,26,3,16.48,10.86,2.53,0,0
2023,10,26,4,16.07,10.8,2.6,0,0
